ああ言えばこう言う　　　　　　　　　　　ああいえばこういう　　　　　　　　　　　,D W.  N  ,
児戯に等しい　　　　　　　　　　　　　　じぎにひとしい　　　　　　　　　　　　　,K  .  N  ,
児戯に類する　　　　　　　　　　　　　　じぎにるいする　　　　　　　　　　　　　,D 4.  NM ,
事業を興す　　　　　　　　　　　　　　　じぎょうをおこす　　　　　　　　　　　　,D S.  PI ,
事業を進める　　　　　　　　　　　　　　じぎょうをすすめる　　　　　　　　　　　,D 1.  PI ,
事業を立ち上げる　　　　　　　　　　　　じぎょうをたちあげる　　　　　　　　　　,D 1.  PI ,
式を挙げる　　　　　　　　　　　　　　　しきをあげる　　　　　　　　　　　　　　,D 1.   I ,
時機をうかがう　　　　　　　　　　　　　じきをうかがう　　　　　　　　　　　　　,D W.   I ,
時宜を得る　　　　　　　　　　　　　　　じぎをえる　　　　　　　　　　　　　　　,D 1.  PM ,
士気を鼓舞する　　　　　　　　　　　　　しきをこぶする　　　　　　　　　　　　　,D 4.  PI ,
時機を失する　　　　　　　　　　　　　　じきをしっする　　　　　　　　　　　　　,D 5.  NM ,
式を立てる　　　　　　　　　　　　　　　しきをたてる　　　　　　　　　　　　　　,D 1.   I ,
指揮を執る　　　　　　　　　　　　　　　しきをとる　　　　　　　　　　　　　　　,D R.   I ,
資金が調う　　　　　　　　　　　　　　　しきんがととのう　　　　　　　　　　　　,D W.  PM ,
資金を調える　　　　　　　　　　　　　　しきんをととのえる　　　　　　　　　　　,D 1.  PI ,
軸足を移す　　　　　　　　　　　　　　　じくあしをうつす　　　　　　　　　　　　,D S.   I ,
軸足を置く　　　　　　　　　　　　　　　じくあしをおく　　　　　　　　　　　　　,D K.   I ,
忸怩たる思い　　　　　　　　　　　　　　じくじたるおもい　　　　　　　　　　　　,N  .  N  ,
忸怩たるものがある　　　　　　　　　　　じくじたるものがある　　　　　　　　　　,D R.  NM ,
しくはなし　　　　　　　　　　　　　　　しくはなし　　　　　　　　　　　　　　　,C  .     ,にしくはなし
刺激を与える　　　　　　　　　　　　　　しげきをあたえる　　　　　　　　　　　　,D 1.   I ,
しけた話　　　　　　　　　　　　　　　　しけたはなし　　　　　　　　　　　　　　,C  .  N  ,
事件が相次ぐ　　　　　　　　　　　　　　じけんがあいつぐ　　　　　　　　　　　　,D G.  NM ,
事件が起こる　　　　　　　　　　　　　　じけんがおこる　　　　　　　　　　　　　,D R.  NM ,
次元が異なる　　　　　　　　　　　　　　じげんがことなる　　　　　　　　　　　　,D R.  NM ,
次元が違う　　　　　　　　　　　　　　　じげんがちがう　　　　　　　　　　　　　,D W.  PM ,
試験ができる　　　　　　　　　　　　　　しけんができる　　　　　　　　　　　　　,D 1.  PM ,
試験に落ちる　　　　　　　　　　　　　　しけんにおちる　　　　　　　　　　　　　,DI1.  NM ,
試験に滑る　　　　　　　　　　　　　　　しけんにすべる　　　　　　　　　　　　　,D R.  NM ,
試験にパスする　　　　　　　　　　　　　しけんにぱすする　　　　　　　　　　　　,DI4.  PI ,
事件に巻き込まれる　　　　　　　　　　　じけんにまきこまれる　　　　　　　　　　,D 1.  NM ,
事件のあや　　　　　　　　　　　　　　　じけんのあや　　　　　　　　　　　　　　,C  .  P  ,
次元の異なる　　　　　　　　　　　　　　じげんのことなる　　　　　　　　　　　　,D R.  NM ,
次元の違う　　　　　　　　　　　　　　　じげんのちがう　　　　　　　　　　　　　,D W.  PM ,
時効が成立する　　　　　　　　　　　　　じこうがせいりつする　　　　　　　　　　,D 5.  PM ,
時好に投ずる　　　　　　　　　　　　　　じこうにとうずる　　　　　　　　　　　　,D 6.  PI ,
事故が相次ぐ　　　　　　　　　　　　　　じこがあいつぐ　　　　　　　　　　　　　,D G.  NM ,
事故が起きる　　　　　　　　　　　　　　じこがおきる　　　　　　　　　　　　　　,D 1.  NM ,
地獄絵図の様相を呈した　　　　　　　　　じごくえずのようそうをていした　　　　　,F Y.  N  ,
地獄ではなくて何なんだろう　　　　　　　じごくではなくてなんなんだろう　　　　　,F Y.  N  ,
地獄で仏　　　　　　　　　　　　　　　　じごくでほとけ　　　　　　　　　　　　　,C  .  P  ,
地獄で仏に会ったよう　　　　　　　　　　じごくでほとけにあったよう　　　　　　　,C  .  P  ,
地獄で仏に会う　　　　　　　　　　　　　じごくでほとけにであう　　　　　　　　　,D W.  PM ,
地獄の一丁目　　　　　　　　　　　　　　じごくのいっちょうめ　　　　　　　　　　,C  .  N  ,
地獄の沙汰も金次第　　　　　　　　　　　じごくのさたもかねしだい　　　　　　　　,C  .  N  ,
地獄を見る　　　　　　　　　　　　　　　じごくをみる　　　　　　　　　　　　　　,D 1.  NM ,
自己嫌悪にさいなまれる　　　　　　　　　じこけんおにさいなまれる　　　　　　　　,D 1.  NM ,
仕事上がり　　　　　　　　　　　　　　　しごとあがり　　　　　　　　　　　　　　,C  .     ,
仕事が上がる　　　　　　　　　　　　　　しごとがあがる　　　　　　　　　　　　　,D R.  PM ,終わり
仕事にあぶれる　　　　　　　　　　　　　しごとにあぶれる　　　　　　　　　　　　,D 1.  NM ,
仕事にあり付く　　　　　　　　　　　　　しごとにありつく　　　　　　　　　　　　,D K.  PI ,
仕事に追われる　　　　　　　　　　　　　しごとにおわれる　　　　　　　　　　　　,DI1.  NM ,
仕事に就く　　　　　　　　　　　　　　　しごとにつく　　　　　　　　　　　　　　,D K.  PI ,
仕事にならない　　　　　　　　　　　　　しごとにならない　　　　　　　　　　　　,D 7.  NM ,
仕事に励む　　　　　　　　　　　　　　　しごとにはげむ　　　　　　　　　　　　　,DIM.  PI ,
仕事の虫　　　　　　　　　　　　　　　　しごとのむし　　　　　　　　　　　　　　,C  .  N  ,
仕事を上げる　　　　　　　　　　　　　　しごとをあげる　　　　　　　　　　　　　,D 1.  PI ,
仕事をこなす　　　　　　　　　　　　　　しごとをこなす　　　　　　　　　　　　　,D S.  PI ,
仕事をためる　　　　　　　　　　　　　　しごとをためる　　　　　　　　　　　　　,D 1.  NM ,
仕事を干される　　　　　　　　　　　　　しごとをほされる　　　　　　　　　　　　,D 1.  NM ,
事故に遭う　　　　　　　　　　　　　　　じこにあう　　　　　　　　　　　　　　　,D W.  NM ,
事故に見舞われる　　　　　　　　　　　　じこにみまわれる　　　　　　　　　　　　,D 1.  NM ,
指呼の間　　　　　　　　　　　　　　　　しこのかん　　　　　　　　　　　　　　　,N  .     ,
死児の齢を数える　　　　　　　　　　　　しごのとしをかぞえる　　　　　　　　　　,D 1.  NI ,
しこりが残る　　　　　　　　　　　　　　しこりがのこる　　　　　　　　　　　　　,D R.  NM ,
しこりを残す　　　　　　　　　　　　　　しこりをのこす　　　　　　　　　　　　　,D S.  NI ,
事故を起こす　　　　　　　　　　　　　　じこをおこす　　　　　　　　　　　　　　,D S.  NM ,
私語を慎む　　　　　　　　　　　　　　　しごをつつしむ　　　　　　　　　　　　　,D M.  PI ,
事故を防ぐ　　　　　　　　　　　　　　　じこをふせぐ　　　　　　　　　　　　　　,D G.  PI ,
四股を踏む　　　　　　　　　　　　　　　しこをふむ　　　　　　　　　　　　　　　,D M.   I ,
子細に及ばず　　　　　　　　　　　　　　しさいにおよばず　　　　　　　　　　　　,C  .     ,
私財を投ずる　　　　　　　　　　　　　　しざいをとうずる　　　　　　　　　　　　,D 6.   I ,
私財をなげうつ　　　　　　　　　　　　　しざいをなげうつ　　　　　　　　　　　　,D T.  PI ,
思索にふける　　　　　　　　　　　　　　しさくにふける　　　　　　　　　　　　　,D 1.   M ,
自殺を図る　　　　　　　　　　　　　　　じさつをはかる　　　　　　　　　　　　　,D R.  PI ,
支持が厚い　　　　　　　　　　　　　　　しじがあつい　　　　　　　　　　　　　　,K  .  P  ,
獅子身中の虫　　　　　　　　　　　　　　しししんちゅうのむし　　　　　　　　　　,N  .  N  ,
子々孫々　　　　　　　　　　　　　　　　ししそんそん　　　　　　　　　　　　　　,N  .     ,
事実が物語る　　　　　　　　　　　　　　じじつががものがたる　　　　　　　　　　,D R.   M ,
資質が問われる　　　　　　　　　　　　　ししつがとわれる　　　　　　　　　　　　,D 1.  NM ,
事実に沿う　　　　　　　　　　　　　　　じじつにそう　　　　　　　　　　　　　　,D W.  PI ,
事実に反する　　　　　　　　　　　　　　じじつにはんする　　　　　　　　　　　　,R  .  N  ,
史実に基づく　　　　　　　　　　　　　　しじつにもとづく　　　　　　　　　　　　,D K.   M ,
事実を曲げる　　　　　　　　　　　　　　じじつをまげる　　　　　　　　　　　　　,D 1.  NM ,
獅子に牡丹　　　　　　　　　　　　　　　ししにぼたん　　　　　　　　　　　　　　,C  .  P  ,
私事にわたる　　　　　　　　　　　　　　しじにわたる　　　　　　　　　　　　　　,D R.   M ,
死児の年を数える　　　　　　　　　　　　しじのとしをかぞえる　　　　　　　　　　,D 1.  NI ,
死児の齢を数える　　　　　　　　　　　　しじのよわいをかぞえる　　　　　　　　　,D 1.  NI ,
死児のよわいを数える　　　　　　　　　　しじのよわいをかぞえる　　　　　　　　　,D 1.  NI ,
獅子奮迅　　　　　　　　　　　　　　　　ししふんじん　　　　　　　　　　　　　　,C  .  P  ,
磁石に針　　　　　　　　　　　　　　　　じしゃくにはり　　　　　　　　　　　　　,C  .     ,
死者にむち打つ　　　　　　　　　　　　　ししゃにむちうつ　　　　　　　　　　　　,D T.  NM ,
死者を悼む　　　　　　　　　　　　　　　ししゃをいたむ　　　　　　　　　　　　　,D M.  NI ,
使者を立てる　　　　　　　　　　　　　　ししゃをたてる　　　　　　　　　　　　　,D 1.  PI ,
使者を向ける　　　　　　　　　　　　　　ししゃをむける　　　　　　　　　　　　　,D 1.  NI ,
自主性が損なわれる　　　　　　　　　　　じしゅせいがそこなわれる　　　　　　　　,D 1.  NM ,
支障が生ずる　　　　　　　　　　　　　　ししょうがしょうずる　　　　　　　　　　,D 6.  NM ,
事情が許せば　　　　　　　　　　　　　　じじょうがゆるせば　　　　　　　　　　　,F Y.     ,
市場が沸く　　　　　　　　　　　　　　　しじょうがわく　　　　　　　　　　　　　,D K.  PM ,
自縄自縛に陥る　　　　　　　　　　　　　じじょうじばくにおちいる　　　　　　　　,D R.  NM ,
私情に駆られる　　　　　　　　　　　　　しじょうにかられる　　　　　　　　　　　,D 1.  NM ,
事情に通じる　　　　　　　　　　　　　　じじょうにつうじる　　　　　　　　　　　,D 1.  PM ,
紙上の空論　　　　　　　　　　　　　　　しじょうのくうろん　　　　　　　　　　　,C  .  N  ,
至上の名誉　　　　　　　　　　　　　　　しじょうのめいよ　　　　　　　　　　　　,C  .  P  ,
事情の許す限り　　　　　　　　　　　　　じじょうのゆるすかぎり　　　　　　　　　,C  .     ,
至上の喜び　　　　　　　　　　　　　　　しじょうのよろこび　　　　　　　　　　　,C  .  P  ,
事情を聞く　　　　　　　　　　　　　　　じじょうをきく　　　　　　　　　　　　　,D K.   I ,
支障を来す　　　　　　　　　　　　　　　ししょうをきたす　　　　　　　　　　　　,D S.  NM ,
事情を酌む　　　　　　　　　　　　　　　じじょうをくむ　　　　　　　　　　　　　,D M.   M ,
私情を差し挟む　　　　　　　　　　　　　しじょうをさしはさむ　　　　　　　　　　,D M.  NI ,
事情を知らされる　　　　　　　　　　　　じじょうをしらされる　　　　　　　　　　,D 1.   M ,
私情を捨てる　　　　　　　　　　　　　　しじょうをすてる　　　　　　　　　　　　,D 1.  PI ,
紙上をにぎわせる　　　　　　　　　　　　しじょうをにぎわせる　　　　　　　　　　,D 1.  PM ,
私情を挟む　　　　　　　　　　　　　　　しじょうをはさむ　　　　　　　　　　　　,D M.  NI ,
辞書に当たる　　　　　　　　　　　　　　じしょにあたる　　　　　　　　　　　　　,D R.   M ,
辞書を編む　　　　　　　　　　　　　　　じしょをあむ　　　　　　　　　　　　　　,D M.     ,
辞書を片手に　　　　　　　　　　　　　　じしょをかたてに　　　　　　　　　　　　,F Y.     ,
辞書を引く　　　　　　　　　　　　　　　じしょをひく　　　　　　　　　　　　　　,D K.   I ,
指示を仰ぐ　　　　　　　　　　　　　　　しじをあおぐ　　　　　　　　　　　　　　,D G.   I ,
支持を打ち出す　　　　　　　　　　　　　しじをうちだす　　　　　　　　　　　　　,D S.  PI ,
支持を訴える　　　　　　　　　　　　　　しじをうったえる　　　　　　　　　　　　,D 1.  PI ,
支持を得る　　　　　　　　　　　　　　　しじをえる　　　　　　　　　　　　　　　,D 1.  PM ,
自信が湧く　　　　　　　　　　　　　　　じしんがわく　　　　　　　　　　　　　　,D K.  PM ,
自信にあふれる　　　　　　　　　　　　　じしんにあふれる　　　　　　　　　　　　,D 1.  PM ,
自信に満ちる　　　　　　　　　　　　　　じしんにみちる　　　　　　　　　　　　　,D 1.  PM ,
指針を与える　　　　　　　　　　　　　　ししんをあたえる　　　　　　　　　　　　,D 1.   I ,
指針を失う　　　　　　　　　　　　　　　ししんをうしなう　　　　　　　　　　　　,D W.  NM ,
私心を去る　　　　　　　　　　　　　　　ししんをさる　　　　　　　　　　　　　　,D R.  PM ,
指針を示す　　　　　　　　　　　　　　　ししんをしめす　　　　　　　　　　　　　,D S.   I ,
私心を捨てる　　　　　　　　　　　　　　ししんをすてる　　　　　　　　　　　　　,D 1.  PI ,
自信を取り戻す　　　　　　　　　　　　　じしんをとりもどす　　　　　　　　　　　,D S.  PM ,
自信をにじませる　　　　　　　　　　　　じしんをにじませる　　　　　　　　　　　,D 1.  PI ,
自信をのぞかせる　　　　　　　　　　　　じしんをのぞかせる　　　　　　　　　　　,D 1.  PI ,
自信をみなぎらせている　　　　　　　　　じしんをみなぎらせている　　　　　　　　,D 1.  PM ,
自信を持つ　　　　　　　　　　　　　　　じしんをもつ　　　　　　　　　　　　　　,D T.  PI ,
紙数が尽きる　　　　　　　　　　　　　　しすうがつきる　　　　　　　　　　　　　,D 1.  NM ,
静かなブーム　　　　　　　　　　　　　　しずかなぶーむ　　　　　　　　　　　　　,N 1.  P  ,
静けさに抱かれる　　　　　　　　　　　　しずけさにいだかれる　　　　　　　　　　,D 1.  PM ,
静けさに包まれる　　　　　　　　　　　　しずけさにつつまれる　　　　　　　　　　,D 1.  PM ,
静けさを破る　　　　　　　　　　　　　　しずけさをやぶる　　　　　　　　　　　　,D R.  NI ,
姿勢が問われる　　　　　　　　　　　　　しせいがとわれる　　　　　　　　　　　　,D 1.  NM ,
姿勢をアピールする　　　　　　　　　　　しせいをあぴーるする　　　　　　　　　　,D 4.   I ,
姿勢を崩す　　　　　　　　　　　　　　　しせいをくずす　　　　　　　　　　　　　,D S.  NM ,
姿勢を示す　　　　　　　　　　　　　　　しせいをしめす　　　　　　　　　　　　　,D S.   I ,
姿勢を正す　　　　　　　　　　　　　　　しせいをただす　　　　　　　　　　　　　,D S.  PI ,
姿勢を保つ　　　　　　　　　　　　　　　しせいをたもつ　　　　　　　　　　　　　,D T.  PI ,
姿勢を取る　　　　　　　　　　　　　　　しせいをとる　　　　　　　　　　　　　　,D R.   I ,
姿勢を見せる　　　　　　　　　　　　　　しせいをみせる　　　　　　　　　　　　　,D 1.   I ,
自責の念　　　　　　　　　　　　　　　　じせきのねん　　　　　　　　　　　　　　,N  .  N  ,
自責の念に駆られる　　　　　　　　　　　じせきのねんにかられる　　　　　　　　　,D 1.  NM ,
自責の念にさいなまれる　　　　　　　　　じせきのねんにさいなまれる　　　　　　　,D 1.  NM ,
視線が合う　　　　　　　　　　　　　　　しせんがあう　　　　　　　　　　　　　　,D W.   M ,
自然があふれる　　　　　　　　　　　　　しぜんがあふれる　　　　　　　　　　　　,D 1.  PM ,
自然が息づく　　　　　　　　　　　　　　しぜんがいきづく　　　　　　　　　　　　,D K.  PM ,
自然界の摂理　　　　　　　　　　　　　　しぜんかいのせつり　　　　　　　　　　　,N  .  P  ,
視線が定まらない　　　　　　　　　　　　しせんがさだまらない　　　　　　　　　　,D 7.  NM ,
視線が注がれる　　　　　　　　　　　　　しせんがそそがれる　　　　　　　　　　　,D 1.  NM ,
自然が育む　　　　　　　　　　　　　　　しぜんがはぐくむ　　　　　　　　　　　　,D M.  PM ,
自然との闘い　　　　　　　　　　　　　　しぜんとのたたかい　　　　　　　　　　　,C  .     ,
自然に抱かれている　　　　　　　　　　　しぜんにいだかれている　　　　　　　　　,DI1.  PM ,
自然に返る　　　　　　　　　　　　　　　しぜんにかえる　　　　　　　　　　　　　,DIR.  PM ,
自然に包まれている　　　　　　　　　　　しぜんにつつまれている　　　　　　　　　,DI1.  PM ,
大自然の営み　　　　　　　　　　　　　　しぜんのいとなみ　　　　　　　　　　　　,N  .  P  ,
自然のおきて　　　　　　　　　　　　　　しぜんのおきて　　　　　　　　　　　　　,C  . 3   ,
自然の摂理　　　　　　　　　　　　　　　しぜんのせつり　　　　　　　　　　　　　,C  .  P  ,
大自然の恵み　　　　　　　　　　　　　　しぜんのめぐみ　　　　　　　　　　　　　,N  .  P  ,
視線を上げる　　　　　　　　　　　　　　しせんをあげる　　　　　　　　　　　　　,D 1.   I ,
視線を浴びる　　　　　　　　　　　　　　しせんをあびる　　　　　　　　　　　　　,D 1.  NM ,
視線を合わせる　　　　　　　　　　　　　しせんをあわせる　　　　　　　　　　　　,D 1.   I ,
視線を送る　　　　　　　　　　　　　　　しせんをおくる　　　　　　　　　　　　　,D R.   I ,
視線を落とす　　　　　　　　　　　　　　しせんをおとす　　　　　　　　　　　　　,D S.   I ,
視線を泳がせる　　　　　　　　　　　　　しせんをおよがせる　　　　　　　　　　　,D 1.  N  ,
死線をくぐる　　　　　　　　　　　　　　しせんをくぐる　　　　　　　　　　　　　,D R.   I ,
死線を越える　　　　　　　　　　　　　　しせんをこえる　　　　　　　　　　　　　,D 1.  PM ,
死線をさまよう　　　　　　　　　　　　　しせんをさまよう　　　　　　　　　　　　,D W.  NM ,
視線を注ぐ　　　　　　　　　　　　　　　しせんをそそぐ　　　　　　　　　　　　　,D G.  PI ,
視線をそらす　　　　　　　　　　　　　　しせんをそらす　　　　　　　　　　　　　,D S.  NI ,
視線を走らせる　　　　　　　　　　　　　しせんをはしらせる　　　　　　　　　　　,D 1.   I ,
視線を外す　　　　　　　　　　　　　　　しせんをはずす　　　　　　　　　　　　　,D S.   I ,
自然を守る　　　　　　　　　　　　　　　しぜんをまもる　　　　　　　　　　　　　,D R.  PI ,
視線を向ける　　　　　　　　　　　　　　しせんをむける　　　　　　　　　　　　　,D 1.   I ,
士族の商法　　　　　　　　　　　　　　　しぞくのしょうほう　　　　　　　　　　　,C  .  N  ,
時代が移る　　　　　　　　　　　　　　　じだいがうつる　　　　　　　　　　　　　,D R.   M ,
時代がかる　　　　　　　　　　　　　　　じだいがかる　　　　　　　　　　　　　　,D R.  NM ,
時代が下る　　　　　　　　　　　　　　　じだいがくだる　　　　　　　　　　　　　,D R.   M ,
時代が付く　　　　　　　　　　　　　　　じだいがつく　　　　　　　　　　　　　　,D K.  PM ,
自体がはらむ　　　　　　　　　　　　　　じたいがはらむ　　　　　　　　　　　　　,D M.   M ,
事態に追い込まれる　　　　　　　　　　　じたいにおいこまれる　　　　　　　　　　,DI1.  NM ,
時代に遅れる　　　　　　　　　　　　　　じだいにおくれる　　　　　　　　　　　　,D 1.  NM ,
事態に陥る　　　　　　　　　　　　　　　じたいにおちいる　　　　　　　　　　　　,DIR.  NM ,
時代にそぐわない　　　　　　　　　　　　じだいにそぐわない　　　　　　　　　　　,D 7.  NM ,
事態に見舞われる　　　　　　　　　　　　じたいにみまわれる　　　　　　　　　　　,DI1.  NM ,
時代の風　　　　　　　　　　　　　　　　じだいのかぜ　　　　　　　　　　　　　　,N 1.  N  ,
時代の潮流　　　　　　　　　　　　　　　じだいのちょうりゅう　　　　　　　　　　,C  .     ,
時代の付いた　　　　　　　　　　　　　　じだいのついた　　　　　　　　　　　　　,R  .  P  ,
時代の流れ　　　　　　　　　　　　　　　じだいのながれ　　　　　　　　　　　　　,C  .     ,
時代の波　　　　　　　　　　　　　　　　じだいのなみ　　　　　　　　　　　　　　,C  .  N  ,
時代の幕開け　　　　　　　　　　　　　　じだいのまくあけ　　　　　　　　　　　　,C  .  P  ,
事態を重く受け止める　　　　　　　　　　じたいをおもくうけとめる　　　　　　　　,D 1.   M ,
事態を重く捉える　　　　　　　　　　　　じたいをおもくとらえる　　　　　　　　　,D 1.  NI ,
事態を重く見る　　　　　　　　　　　　　じたいをおもくみる　　　　　　　　　　　,D 1.  NI ,
時代をかくする　　　　　　　　　　　　　じだいをかくする　　　　　　　　　　　　,D 5.  PM ,
時代を切り取る　　　　　　　　　　　　　じだいをきりとる　　　　　　　　　　　　,D R.  PM ,
時代を斬る　　　　　　　　　　　　　　　じだいをきる　　　　　　　　　　　　　　,D R.  PI ,
時代を越える　　　　　　　　　　　　　　じだいをこえる　　　　　　　　　　　　　,D 1.  PI ,
時代を遡って　　　　　　　　　　　　　　じだいをさかのぼって　　　　　　　　　　,F Y. 3   ,
時代を遡る　　　　　　　　　　　　　　　じだいをさかのぼる　　　　　　　　　　　,D R.   M ,
時代を先取りする　　　　　　　　　　　　じだいをさきどりする　　　　　　　　　　,D 4.  PI ,
事態を収拾する　　　　　　　　　　　　　じたいをしゅうしゅうする　　　　　　　　,D 4.  PI ,
時代を振り返る　　　　　　　　　　　　　じだいをふりかえる　　　　　　　　　　　,D R.  PM ,
舌が肥える　　　　　　　　　　　　　　　したがこえる　　　　　　　　　　　　　　,D 1.  PM ,
舌が滑る　　　　　　　　　　　　　　　　したがすべる　　　　　　　　　　　　　　,D R.  PM ,
舌が出る　　　　　　　　　　　　　　　　したがでる　　　　　　　　　　　　　　　,D 1.  NM ,
舌がとろける　　　　　　　　　　　　　　したがとろける　　　　　　　　　　　　　,D 1.  PM ,
舌が鳴る　　　　　　　　　　　　　　　　したがなる　　　　　　　　　　　　　　　,D R.  NM ,
舌が回る　　　　　　　　　　　　　　　　したがまわる　　　　　　　　　　　　　　,D R.  PM ,
舌がもつれる　　　　　　　　　　　　　　したがもつれる　　　　　　　　　　　　　,D 1.  NM ,
親しき仲にも礼儀あり　　　　　　　　　　したしきなかにもれいぎあり　　　　　　　,C  .  P  ,
下敷きになる　　　　　　　　　　　　　　したじきになる　　　　　　　　　　　　　,D R.  NM ,
舌足らず　　　　　　　　　　　　　　　　したたらず　　　　　　　　　　　　　　　,C  .  N  ,
舌鼓を打つ　　　　　　　　　　　　　　　したつづみをうつ　　　　　　　　　　　　,D T.  PI ,
仕立て下ろし　　　　　　　　　　　　　　したておろし　　　　　　　　　　　　　　,N  .  P  ,
下手に付く　　　　　　　　　　　　　　　したてにつく　　　　　　　　　　　　　　,D K.   M ,
下手に出る　　　　　　　　　　　　　　　したてにでる　　　　　　　　　　　　　　,D 1.   I ,
自他共に認める　　　　　　　　　　　　　じたともにみとめる　　　　　　　　　　　,D 1.  PM ,
自他共に許す　　　　　　　　　　　　　　じたともにゆるす　　　　　　　　　　　　,D S.  PM ,
下取りに出す　　　　　　　　　　　　　　したどりにだす　　　　　　　　　　　　　,D S.   I ,
下に出る　　　　　　　　　　　　　　　　したにでる　　　　　　　　　　　　　　　,D 1.  PI ,
耳だに触れる　　　　　　　　　　　　　　じだにふれる　　　　　　　　　　　　　　,D 1.   M ,
下に見る　　　　　　　　　　　　　　　　したにみる　　　　　　　　　　　　　　　,D 1.   I ,
下にも置かない　　　　　　　　　　　　　したにもおかない　　　　　　　　　　　　,D 7.  P  ,
舌の先　　　　　　　　　　　　　　　　　したのさき　　　　　　　　　　　　　　　,C  .     ,
舌の根の乾かぬうちに　　　　　　　　　　したのねのかわかぬうちに　　　　　　　　,F Y.  N  ,
舌の根も乾かないうちに　　　　　　　　　したのねもかわかないうちに　　　　　　　,F Y.  N  ,
舌の回る　　　　　　　　　　　　　　　　したのまわる　　　　　　　　　　　　　　,R  .     ,
舌のもつれ　　　　　　　　　　　　　　　したのもつれ　　　　　　　　　　　　　　,N  .  N  ,
下端に付く　　　　　　　　　　　　　　　したばにつく　　　　　　　　　　　　　　,D K.  NM ,
下火になる　　　　　　　　　　　　　　　したびになる　　　　　　　　　　　　　　,D R.  NM ,
下へも置かない　　　　　　　　　　　　　したへもおかない　　　　　　　　　　　　,D 7.  P  ,
下目に見る　　　　　　　　　　　　　　　しためにみる　　　　　　　　　　　　　　,D 1.  NI ,
舌を打つ　　　　　　　　　　　　　　　　したをうつ　　　　　　　　　　　　　　　,D T.  NI ,
耳だを打つ　　　　　　　　　　　　　　　じだをうつ　　　　　　　　　　　　　　　,D T.   I ,
舌を噛みそう　　　　　　　　　　　　　　したをかみそう　　　　　　　　　　　　　,C  .  N  ,
舌をかむ　　　　　　　　　　　　　　　　したをかむ　　　　　　　　　　　　　　　,D M.  NM ,
舌を肥やす　　　　　　　　　　　　　　　したをこやす　　　　　　　　　　　　　　,D S.  PI ,
舌を出す　　　　　　　　　　　　　　　　したをだす　　　　　　　　　　　　　　　,D S.  NI ,
舌を鳴らす　　　　　　　　　　　　　　　したをならす　　　　　　　　　　　　　　,D S.  NI ,
舌を振るう　　　　　　　　　　　　　　　したをふるう　　　　　　　　　　　　　　,D W.   I ,
舌を巻かせる　　　　　　　　　　　　　　したをまかせる　　　　　　　　　　　　　,D 1.  PI ,
舌を巻く　　　　　　　　　　　　　　　　したをまく　　　　　　　　　　　　　　　,D K.  PM ,
下を向く　　　　　　　　　　　　　　　　したをむく　　　　　　　　　　　　　　　,D K.  NI ,
示談が成立する　　　　　　　　　　　　　じだんがせいりつする　　　　　　　　　　,D 5.  PM ,
じだんだを踏む　　　　　　　　　　　　　じだんだをふむ　　　　　　　　　　　　　,D M.  NM ,
質が流れる　　　　　　　　　　　　　　　しちがながれる　　　　　　　　　　　　　,D 1.  NM ,
七転八倒する　　　　　　　　　　　　　　しちてんばっとうする　　　　　　　　　　,D 4.  NM ,
質に入れる　　　　　　　　　　　　　　　しちにいれる　　　　　　　　　　　　　　,D 1.  NI ,
質に置く　　　　　　　　　　　　　　　　しちにおく　　　　　　　　　　　　　　　,D K.   I ,
死地に赴く　　　　　　　　　　　　　　　しちにおもむく　　　　　　　　　　　　　,D K.  NM ,
質に取る　　　　　　　　　　　　　　　　しちにとる　　　　　　　　　　　　　　　,D R.   I ,
七人の敵　　　　　　　　　　　　　　　　しちにんのてき　　　　　　　　　　　　　,N 1.     ,
死中に活を得る　　　　　　　　　　　　　しちゅうにかつをえる　　　　　　　　　　,D 1.  PM ,
死中に活を求める　　　　　　　　　　　　しちゅうにかつをもとめる　　　　　　　　,D 1.  PI ,
失意のどん底　　　　　　　　　　　　　　しついのどんぞこ　　　　　　　　　　　　,C  .  N  ,
実がある　　　　　　　　　　　　　　　　じつがある　　　　　　　　　　　　　　　,D R.  PM ,
実感がこもる　　　　　　　　　　　　　　じっかんがこもる　　　　　　　　　　　　,D R.  PM ,
実感が湧く　　　　　　　　　　　　　　　じっかんがわく　　　　　　　　　　　　　,D K.  PM ,
実権を握る　　　　　　　　　　　　　　　じっけんをにぎる　　　　　　　　　　　　,D R.  PI ,
漆黒の闇　　　　　　　　　　　　　　　　しっこくのやみ　　　　　　　　　　　　　,C  .  N  ,
十指に余る　　　　　　　　　　　　　　　じっしにあまる　　　　　　　　　　　　　,D R.  PM ,
十指の指すところ　　　　　　　　　　　　じっしのさすところ　　　　　　　　　　　,N  .     ,
失笑を買う　　　　　　　　　　　　　　　しっしょうをかう　　　　　　　　　　　　,D W.  NM ,
失笑を禁じ得ない　　　　　　　　　　　　しっしょうをきんじえない　　　　　　　　,D 7.  N  ,
十指を数える　　　　　　　　　　　　　　じっしをかぞえる　　　　　　　　　　　　,D 1.   I ,
十指を超す　　　　　　　　　　　　　　　じっしをこす　　　　　　　　　　　　　　,D S.   M ,
実施を妨げる　　　　　　　　　　　　　　じっしをさまたげる　　　　　　　　　　　,D 1.  NI ,
